calc_days,data_well_name_id,total_fluid_bpd
9.208,COOPER 81H,6504
9.208,COOPER 82H,6000
9.208,COOPER 84H,5688
9.250,COOPER 11H,6768
9.250,COOPER 12H,6264
9.250,COOPER 14H,7008
9.250,COOPER 15H,10920
9.250,COOPER 81H,6456
9.250,COOPER 82H,6048
9.250,COOPER 84H,5880
9.292,COOPER 11H,6672
9.292,COOPER 12H,6192
9.292,COOPER 14H,7008
9.292,COOPER 15H,10728
9.292,COOPER 81H,6504
9.292,COOPER 82H,6000
9.292,COOPER 84H,6168
9.333,COOPER 11H,6744
9.333,COOPER 12H,6240
9.333,COOPER 14H,7008
9.333,COOPER 15H,10848
9.333,COOPER 81H,6552
9.333,COOPER 82H,6000
9.333,COOPER 84H,6288
9.375,COOPER 11H,6672
9.375,COOPER 12H,6096
9.375,COOPER 14H,7008
9.375,COOPER 15H,10824
9.375,COOPER 81H,6528
9.375,COOPER 82H,5928
9.375,COOPER 84H,6192
9.417,COOPER 11H,6648
9.417,COOPER 12H,6192
9.417,COOPER 14H,7152
9.417,COOPER 15H,10752
9.417,COOPER 81H,6432
9.417,COOPER 82H,5952
9.417,COOPER 84H,6552
9.458,COOPER 11H,6648
9.458,COOPER 12H,6096
9.458,COOPER 14H,7224
9.458,COOPER 15H,10728
9.458,COOPER 81H,6528
9.458,COOPER 82H,6000
9.458,COOPER 84H,6624
9.500,COOPER 11H,6720
9.500,COOPER 12H,6168
9.500,COOPER 14H,7056
9.500,COOPER 15H,10872
9.500,COOPER 81H,6552
9.500,COOPER 82H,5952
9.500,COOPER 84H,6552
9.542,COOPER 11H,6672
9.542,COOPER 12H,6120
9.542,COOPER 14H,7152
9.542,COOPER 15H,10680
9.542,COOPER 81H,6600
9.542,COOPER 82H,5904
9.542,COOPER 84H,6456
9.583,COOPER 11H,6624
9.583,COOPER 12H,6120
9.583,COOPER 14H,7032
9.583,COOPER 15H,10728
9.583,COOPER 81H,6552
9.583,COOPER 82H,5928
9.583,COOPER 84H,6528
9.625,COOPER 11H,6816
9.625,COOPER 12H,6264
9.625,COOPER 14H,7080
9.625,COOPER 15H,10824
9.625,COOPER 81H,6624
9.625,COOPER 82H,5976
9.625,COOPER 84H,6576
9.667,COOPER 11H,6744
9.667,COOPER 12H,6264
9.667,COOPER 14H,7032
9.667,COOPER 15H,10656
9.667,COOPER 81H,6576
9.667,COOPER 82H,5952
9.667,COOPER 84H,6552
9.708,COOPER 11H,6744
9.708,COOPER 12H,6480
9.708,COOPER 14H,7104
9.708,COOPER 15H,10608
9.708,COOPER 81H,6576
9.708,COOPER 82H,6120
9.708,COOPER 84H,6504
9.750,COOPER 11H,6720
9.750,COOPER 12H,6624
9.750,COOPER 14H,7032
9.750,COOPER 15H,10512
9.750,COOPER 81H,6600
9.750,COOPER 82H,6264
9.750,COOPER 84H,6480
9.792,COOPER 11H,6600
9.792,COOPER 12H,6552
9.792,COOPER 14H,7008
9.792,COOPER 15H,10416
9.792,COOPER 81H,6576
9.792,COOPER 82H,6360
9.792,COOPER 84H,6264
9.833,COOPER 11H,6672
9.833,COOPER 12H,6744
9.833,COOPER 14H,7008
9.833,COOPER 15H,10368
9.833,COOPER 81H,6528
9.833,COOPER 82H,6408
9.833,COOPER 84H,6528
9.875,COOPER 11H,6720
9.875,COOPER 12H,7032
9.875,COOPER 14H,7008
9.875,COOPER 15H,10296
9.875,COOPER 81H,6480
9.875,COOPER 82H,6336
9.875,COOPER 84H,6480
9.917,COOPER 11H,6672
9.917,COOPER 12H,6960
9.917,COOPER 14H,6984
9.917,COOPER 15H,10248
9.917,COOPER 81H,6552
9.917,COOPER 82H,6384
9.917,COOPER 84H,6432
9.958,COOPER 11H,6672
9.958,COOPER 12H,6888
9.958,COOPER 14H,6984
9.958,COOPER 15H,10128
9.958,COOPER 81H,6480
9.958,COOPER 82H,6480
9.958,COOPER 84H,6480
10.000,COOPER 11H,6672
10.000,COOPER 12H,6936
10.000,COOPER 14H,6936
10.000,COOPER 15H,10032
10.000,COOPER 81H,6504
10.000,COOPER 82H,6528
10.000,COOPER 84H,6432
10.042,COOPER 11H,6672
10.042,COOPER 12H,7008
10.042,COOPER 14H,6936
10.042,COOPER 15H,9936
10.042,COOPER 81H,6456
10.042,COOPER 82H,6480
10.042,COOPER 84H,6360
10.083,COOPER 11H,6672
10.083,COOPER 12H,6960
10.083,COOPER 14H,6864
10.083,COOPER 15H,9792
10.083,COOPER 81H,6408
10.083,COOPER 82H,6552
10.083,COOPER 84H,6360
10.125,COOPER 11H,6624
10.125,COOPER 12H,6768
10.125,COOPER 14H,6936
10.125,COOPER 15H,9648
10.125,COOPER 81H,6312
10.125,COOPER 82H,6336
10.125,COOPER 84H,6384
10.167,COOPER 11H,6624
10.167,COOPER 12H,6648
10.167,COOPER 14H,6816
10.167,COOPER 15H,9552
10.167,COOPER 81H,6240
10.167,COOPER 82H,6384
10.167,COOPER 84H,6360
10.208,COOPER 11H,6672
10.208,COOPER 12H,6624
10.208,COOPER 14H,6912
10.208,COOPER 15H,9576
10.208,COOPER 81H,6192
10.208,COOPER 82H,6288
10.208,COOPER 84H,6336
10.250,COOPER 11H,6672
10.250,COOPER 12H,6744
10.250,COOPER 14H,6912
10.250,COOPER 15H,9528
10.250,COOPER 81H,6288
10.250,COOPER 82H,6072
10.250,COOPER 84H,6264
10.292,COOPER 11H,6672
10.292,COOPER 12H,6744
10.292,COOPER 14H,6840
10.292,COOPER 15H,9432
10.292,COOPER 81H,6240
10.292,COOPER 82H,6216
10.292,COOPER 84H,6336
10.333,COOPER 11H,6648
10.333,COOPER 12H,6648
10.333,COOPER 14H,6888
10.333,COOPER 15H,9432
10.333,COOPER 81H,6240
10.333,COOPER 82H,6048
10.333,COOPER 84H,6288
10.375,COOPER 11H,6720
10.375,COOPER 12H,6816
10.375,COOPER 14H,6864
10.375,COOPER 15H,9384
10.375,COOPER 81H,6168
10.375,COOPER 82H,6288
10.375,COOPER 84H,6240
10.417,COOPER 11H,6624
10.417,COOPER 12H,6744
10.417,COOPER 14H,6864
10.417,COOPER 15H,9336
10.417,COOPER 81H,6144
10.417,COOPER 82H,6408
10.417,COOPER 84H,6312
10.458,COOPER 11H,6624
10.458,COOPER 12H,6816
10.458,COOPER 14H,6864
10.458,COOPER 15H,9288
10.458,COOPER 81H,6240
10.458,COOPER 82H,6480
10.458,COOPER 84H,6264
10.500,COOPER 11H,6576
10.500,COOPER 12H,6744
10.500,COOPER 14H,6792
10.500,COOPER 15H,9264
10.500,COOPER 81H,6240
10.500,COOPER 82H,6600
10.500,COOPER 84H,6216
10.542,COOPER 11H,6576
10.542,COOPER 12H,6720
10.542,COOPER 14H,6768
10.542,COOPER 15H,9264
10.542,COOPER 81H,6168
10.542,COOPER 82H,6600
10.542,COOPER 84H,6264
10.583,COOPER 11H,6624
10.583,COOPER 12H,6720
10.583,COOPER 14H,6816
10.583,COOPER 15H,9240
10.583,COOPER 81H,6168
10.583,COOPER 82H,6648
10.583,COOPER 84H,6240
10.625,COOPER 11H,6624
10.625,COOPER 12H,6672
10.625,COOPER 14H,6768
10.625,COOPER 15H,9144
10.625,COOPER 81H,6192
10.625,COOPER 82H,6648
10.625,COOPER 84H,6192
10.667,COOPER 11H,6576
10.667,COOPER 12H,6672
10.667,COOPER 14H,6768
10.667,COOPER 15H,9072
10.667,COOPER 81H,6168
10.667,COOPER 82H,6624
10.667,COOPER 84H,6240
10.708,COOPER 11H,6528
10.708,COOPER 12H,6672
10.708,COOPER 14H,6720
10.708,COOPER 15H,8928
10.708,COOPER 81H,6192
10.708,COOPER 82H,6624
10.708,COOPER 84H,6192
10.750,COOPER 11H,6480
10.750,COOPER 12H,6648
10.750,COOPER 14H,6696
10.750,COOPER 15H,8928
10.750,COOPER 81H,6192
10.750,COOPER 82H,6552
10.750,COOPER 84H,6144
10.792,COOPER 11H,6504
10.792,COOPER 12H,6552
10.792,COOPER 14H,6720
10.792,COOPER 15H,8832
10.792,COOPER 81H,6144
10.792,COOPER 82H,6648
10.792,COOPER 84H,6096
10.833,COOPER 11H,6480
10.833,COOPER 12H,6576
10.833,COOPER 14H,6672
10.833,COOPER 15H,8904
10.833,COOPER 81H,6096
10.833,COOPER 82H,6648
10.833,COOPER 84H,6096
10.875,COOPER 11H,6480
10.875,COOPER 12H,6672
10.875,COOPER 14H,6672
10.875,COOPER 15H,8736
10.875,COOPER 81H,6072
10.875,COOPER 82H,6696
10.875,COOPER 84H,6096
10.917,COOPER 11H,6432
10.917,COOPER 12H,6648
10.917,COOPER 14H,6552
10.917,COOPER 15H,8880
10.917,COOPER 81H,6072
10.917,COOPER 82H,6720
10.917,COOPER 84H,6072
10.958,COOPER 11H,6408
10.958,COOPER 12H,6672
10.958,COOPER 14H,6624
10.958,COOPER 15H,8832
10.958,COOPER 81H,6072
10.958,COOPER 82H,6648
10.958,COOPER 84H,6024
11.000,COOPER 11H,6384
11.000,COOPER 12H,6600
11.000,COOPER 14H,6744
11.000,COOPER 15H,8904
11.000,COOPER 81H,6048
11.000,COOPER 82H,6696
11.000,COOPER 84H,5880
11.042,COOPER 11H,6360
11.042,COOPER 12H,6672
11.042,COOPER 14H,6552
11.042,COOPER 15H,8808
11.042,COOPER 81H,6000
11.042,COOPER 82H,6744
11.042,COOPER 84H,6000
11.083,COOPER 11H,6432
11.083,COOPER 12H,6672
11.083,COOPER 14H,6648
11.083,COOPER 15H,8808
11.083,COOPER 81H,5976
11.083,COOPER 82H,6768
11.083,COOPER 84H,6024
11.125,COOPER 11H,6408
11.125,COOPER 12H,6720
11.125,COOPER 14H,6576
11.125,COOPER 15H,8808
11.125,COOPER 81H,5976
11.125,COOPER 82H,6768
11.125,COOPER 84H,6048
11.167,COOPER 11H,6336
11.167,COOPER 12H,6648
11.167,COOPER 14H,6576
11.167,COOPER 15H,8856
11.167,COOPER 81H,5952
11.167,COOPER 82H,6720
11.167,COOPER 84H,6096
11.208,COOPER 11H,6288
11.208,COOPER 12H,6576
11.208,COOPER 14H,6672
11.208,COOPER 15H,8808
11.208,COOPER 81H,5952
11.208,COOPER 82H,6768
11.208,COOPER 84H,6336
11.250,COOPER 11H,6408
11.250,COOPER 12H,6624
11.250,COOPER 14H,6600
11.250,COOPER 15H,8856
11.250,COOPER 81H,5928
11.250,COOPER 82H,6744
11.250,COOPER 84H,6600
11.292,COOPER 11H,6360
11.292,COOPER 12H,6672
11.292,COOPER 14H,6552
11.292,COOPER 15H,8832
11.292,COOPER 81H,5976
11.292,COOPER 82H,6768
11.292,COOPER 84H,6672
11.333,COOPER 11H,6288
11.333,COOPER 12H,6576
11.333,COOPER 14H,6528
11.333,COOPER 15H,8736
11.333,COOPER 81H,5952
11.333,COOPER 82H,6744
11.333,COOPER 84H,6624
11.375,COOPER 11H,6312
11.375,COOPER 12H,6648
11.375,COOPER 14H,6576
11.375,COOPER 15H,8736
11.375,COOPER 81H,5928
11.375,COOPER 82H,6792
11.375,COOPER 84H,6696
11.417,COOPER 11H,6312
11.417,COOPER 12H,6600
11.417,COOPER 14H,6624
11.417,COOPER 15H,8808
11.417,COOPER 81H,5856
11.417,COOPER 82H,6792
11.417,COOPER 84H,6600
11.458,COOPER 11H,6288
11.458,COOPER 12H,6576
11.458,COOPER 14H,6576
11.458,COOPER 15H,8760
11.458,COOPER 81H,5832
11.458,COOPER 82H,6744
11.458,COOPER 84H,6528
11.500,COOPER 11H,6312
11.500,COOPER 12H,6624
11.500,COOPER 14H,6528
11.500,COOPER 15H,8784
11.500,COOPER 81H,5856
11.500,COOPER 82H,6792
11.500,COOPER 84H,6600
11.542,COOPER 11H,6312
11.542,COOPER 12H,6576
11.542,COOPER 14H,6528
11.542,COOPER 15H,8712
11.542,COOPER 81H,5808
11.542,COOPER 82H,6768
11.542,COOPER 84H,6600
11.583,COOPER 11H,6288
11.583,COOPER 12H,6648
11.583,COOPER 14H,6576
11.583,COOPER 15H,8640
11.583,COOPER 81H,5784
11.583,COOPER 82H,6792
11.583,COOPER 84H,6456
11.625,COOPER 11H,6240
11.625,COOPER 12H,6600
11.625,COOPER 14H,6528
11.625,COOPER 15H,8760
11.625,COOPER 81H,5808
11.625,COOPER 82H,6816
11.625,COOPER 84H,6552
11.667,COOPER 11H,6192
11.667,COOPER 12H,6600
11.667,COOPER 14H,6576
11.667,COOPER 15H,8688
11.667,COOPER 81H,5736
11.667,COOPER 82H,6768
11.667,COOPER 84H,6480
11.708,COOPER 11H,6192
11.708,COOPER 12H,6576
11.708,COOPER 14H,6552
11.708,COOPER 15H,8640
11.708,COOPER 81H,5808
11.708,COOPER 82H,6768
11.708,COOPER 84H,6480
11.750,COOPER 11H,6216
11.750,COOPER 12H,6528
11.750,COOPER 14H,6552
11.750,COOPER 15H,8592
11.750,COOPER 81H,5760
11.750,COOPER 82H,6720
11.750,COOPER 84H,6576
11.792,COOPER 11H,6144
11.792,COOPER 12H,6552
11.792,COOPER 14H,6456
11.792,COOPER 15H,8568
11.792,COOPER 81H,5736
11.792,COOPER 82H,6816
11.792,COOPER 84H,6480
11.833,COOPER 11H,6192
11.833,COOPER 12H,6600
11.833,COOPER 14H,6528
11.833,COOPER 15H,8520
11.833,COOPER 81H,5760
11.833,COOPER 82H,6840
11.833,COOPER 84H,6528
11.875,COOPER 11H,6120
11.875,COOPER 12H,6552
11.875,COOPER 14H,6480
11.875,COOPER 15H,8424
11.875,COOPER 81H,5712
11.875,COOPER 82H,6768
11.875,COOPER 84H,6504
11.917,COOPER 11H,6096
11.917,COOPER 12H,6504
11.917,COOPER 14H,6432
11.917,COOPER 15H,8496
11.917,COOPER 81H,5832
11.917,COOPER 82H,6744
11.917,COOPER 84H,6456
11.958,COOPER 11H,6072
11.958,COOPER 12H,6552
11.958,COOPER 14H,6432
11.958,COOPER 15H,8352
11.958,COOPER 81H,5784
11.958,COOPER 82H,6720
11.958,COOPER 84H,6384
12.000,COOPER 11H,6000
12.000,COOPER 12H,6456
12.000,COOPER 14H,6432
12.000,COOPER 15H,8280
12.000,COOPER 81H,5760
12.000,COOPER 82H,6648
12.000,COOPER 84H,6360
12.042,COOPER 11H,6096
12.042,COOPER 12H,6528
12.042,COOPER 14H,6360
12.042,COOPER 15H,8256
12.042,COOPER 81H,5808
12.042,COOPER 82H,6648
12.042,COOPER 84H,6360
12.083,COOPER 11H,6048
12.083,COOPER 12H,6456
12.083,COOPER 14H,6360
12.083,COOPER 15H,8112
12.083,COOPER 81H,5784
12.083,COOPER 82H,6672
12.083,COOPER 84H,6432
12.125,COOPER 11H,6024
12.125,COOPER 12H,6456
12.125,COOPER 14H,6336
12.125,COOPER 15H,8040
12.125,COOPER 81H,5760
12.125,COOPER 82H,6624
12.125,COOPER 84H,6384
12.167,COOPER 11H,6024
12.167,COOPER 12H,6432
12.167,COOPER 14H,6336
12.167,COOPER 15H,7968
12.167,COOPER 81H,6600
12.167,COOPER 82H,6624
12.167,COOPER 84H,6288
12.208,COOPER 11H,6000
12.208,COOPER 12H,6480
12.208,COOPER 14H,6264
12.208,COOPER 15H,7920
12.208,COOPER 81H,6576
12.208,COOPER 82H,6576
12.208,COOPER 84H,6288
12.250,COOPER 11H,5928
12.250,COOPER 12H,6408
12.250,COOPER 14H,6240
12.250,COOPER 15H,7848
12.250,COOPER 81H,6528
12.250,COOPER 82H,6576
12.250,COOPER 84H,6240
12.292,COOPER 11H,6000
12.292,COOPER 12H,6432
12.292,COOPER 14H,6288
12.292,COOPER 15H,7776
12.292,COOPER 81H,6576
12.292,COOPER 82H,6504
12.292,COOPER 84H,6264
12.333,COOPER 11H,5976
12.333,COOPER 12H,6384
12.333,COOPER 14H,6240
12.333,COOPER 15H,7680
12.333,COOPER 81H,6600
12.333,COOPER 82H,6504
12.333,COOPER 84H,6240
12.375,COOPER 11H,6000
12.375,COOPER 12H,6240
12.375,COOPER 14H,6240
12.375,COOPER 15H,7608
12.375,COOPER 81H,6624
12.375,COOPER 82H,6408
12.375,COOPER 84H,6192
12.417,COOPER 11H,5952
12.417,COOPER 12H,6336
12.417,COOPER 14H,6216
12.417,COOPER 15H,7512
12.417,COOPER 81H,6528
12.417,COOPER 82H,6456
12.417,COOPER 84H,6144
12.458,COOPER 11H,5928
12.458,COOPER 12H,6288
12.458,COOPER 14H,6192
12.458,COOPER 15H,7488
12.458,COOPER 81H,6600
12.458,COOPER 82H,6456
12.458,COOPER 84H,6168
12.500,COOPER 11H,5976
12.500,COOPER 12H,6288
12.500,COOPER 14H,6264
12.500,COOPER 15H,7440
12.500,COOPER 81H,6576
12.500,COOPER 82H,6480
12.500,COOPER 84H,6096
12.542,COOPER 11H,6000
12.542,COOPER 12H,6216
12.542,COOPER 14H,6312
12.542,COOPER 15H,7368
12.542,COOPER 81H,6528
12.542,COOPER 82H,6504
12.542,COOPER 84H,6144
12.583,COOPER 11H,5952
12.583,COOPER 12H,6288
12.583,COOPER 14H,6192
12.583,COOPER 15H,7296
12.583,COOPER 81H,6528
12.583,COOPER 82H,6432
12.583,COOPER 84H,6120
12.625,COOPER 11H,5976
12.625,COOPER 12H,6240
12.625,COOPER 14H,6264
12.625,COOPER 15H,7344
12.625,COOPER 81H,6504
12.625,COOPER 82H,6384
12.625,COOPER 84H,6120
12.667,COOPER 11H,5904
12.667,COOPER 12H,6192
12.667,COOPER 14H,6216
12.667,COOPER 15H,7272
12.667,COOPER 81H,6528
12.667,COOPER 82H,6408
12.667,COOPER 84H,6120
12.708,COOPER 11H,6000
12.708,COOPER 12H,6192
12.708,COOPER 14H,6216
12.708,COOPER 15H,7224
12.708,COOPER 81H,6576
12.708,COOPER 82H,6432
12.708,COOPER 84H,6072
12.750,COOPER 11H,5928
12.750,COOPER 12H,6192
12.750,COOPER 14H,6168
12.750,COOPER 15H,7224
12.750,COOPER 81H,6504
12.750,COOPER 82H,6432
12.750,COOPER 84H,6096
12.792,COOPER 11H,5880
12.792,COOPER 12H,6168
12.792,COOPER 14H,6144
12.792,COOPER 15H,7128
12.792,COOPER 81H,6504
12.792,COOPER 82H,6408
12.792,COOPER 84H,6072
12.833,COOPER 11H,5928
12.833,COOPER 12H,6144
12.833,COOPER 14H,6144
12.833,COOPER 15H,7176
12.833,COOPER 81H,6480
12.833,COOPER 82H,6384
12.833,COOPER 84H,6072
12.875,COOPER 11H,6288
12.875,COOPER 12H,6072
12.875,COOPER 14H,6168
12.875,COOPER 15H,7176
12.875,COOPER 81H,6480
12.875,COOPER 82H,6360
12.875,COOPER 84H,6120
12.917,COOPER 11H,6192
12.917,COOPER 12H,6072
12.917,COOPER 14H,6120
12.917,COOPER 15H,7176
12.917,COOPER 81H,6384
12.917,COOPER 82H,6408
12.917,COOPER 84H,6048
12.958,COOPER 11H,6240
12.958,COOPER 12H,6120
12.958,COOPER 14H,6048
12.958,COOPER 15H,7104
12.958,COOPER 81H,6432
12.958,COOPER 82H,6360
12.958,COOPER 84H,6024
13.000,COOPER 11H,6312
13.000,COOPER 12H,6024
13.000,COOPER 14H,6024
13.000,COOPER 15H,7032
13.000,COOPER 81H,6384
13.000,COOPER 82H,6360
13.000,COOPER 84H,6048
13.042,COOPER 11H,6312
13.042,COOPER 12H,6072
13.042,COOPER 14H,6048
13.042,COOPER 15H,7080
13.042,COOPER 81H,6288
13.042,COOPER 82H,6408
13.042,COOPER 84H,5976
13.083,COOPER 11H,6264
13.083,COOPER 12H,6000
13.083,COOPER 14H,6024
13.083,COOPER 15H,6984
13.083,COOPER 81H,6288
13.083,COOPER 82H,6384
13.083,COOPER 84H,6024
13.125,COOPER 11H,9336
13.125,COOPER 12H,6000
13.125,COOPER 14H,6000
13.125,COOPER 15H,7056
13.125,COOPER 81H,6336
13.125,COOPER 82H,6360
13.125,COOPER 84H,5976
13.167,COOPER 11H,9672
13.167,COOPER 12H,5952
13.167,COOPER 14H,5928
13.167,COOPER 15H,7008
13.167,COOPER 81H,6264
13.167,COOPER 82H,6408
13.167,COOPER 84H,5880
13.208,COOPER 11H,9408
13.208,COOPER 12H,6000
13.208,COOPER 14H,5808
13.208,COOPER 15H,6936
13.208,COOPER 81H,6336
13.208,COOPER 82H,6336
13.208,COOPER 84H,5808
13.250,COOPER 11H,9504
13.250,COOPER 12H,5904
13.250,COOPER 14H,7488
13.250,COOPER 15H,6936
13.250,COOPER 81H,6264
13.250,COOPER 82H,6360
13.250,COOPER 84H,7488
13.292,COOPER 11H,9600
13.292,COOPER 12H,5856
13.292,COOPER 14H,7320
13.292,COOPER 15H,6936
13.292,COOPER 81H,6336
13.292,COOPER 82H,6360
13.292,COOPER 84H,7248
13.333,COOPER 11H,9552
13.333,COOPER 12H,5904
13.333,COOPER 14H,7200
13.333,COOPER 15H,6864
13.333,COOPER 81H,6288
13.333,COOPER 82H,6336
13.333,COOPER 84H,7152
13.375,COOPER 11H,9384
13.375,COOPER 12H,5952
13.375,COOPER 14H,7176
13.375,COOPER 15H,6864
13.375,COOPER 81H,6264
13.375,COOPER 82H,6384
13.375,COOPER 84H,7080
13.417,COOPER 11H,9240
13.417,COOPER 12H,5904
13.417,COOPER 14H,7392
13.417,COOPER 15H,6840
13.417,COOPER 81H,6216
13.417,COOPER 82H,6360
13.417,COOPER 84H,7080
13.458,COOPER 11H,9312
13.458,COOPER 12H,5904
13.458,COOPER 14H,7416
13.458,COOPER 15H,6816
13.458,COOPER 81H,6264
13.458,COOPER 82H,6384
13.458,COOPER 84H,7104
13.500,COOPER 11H,9360
13.500,COOPER 12H,5880
13.500,COOPER 14H,7272
13.500,COOPER 15H,6792
13.500,COOPER 81H,6240
13.500,COOPER 82H,6408
13.500,COOPER 84H,7104
13.542,COOPER 11H,9288
13.542,COOPER 12H,5856
13.542,COOPER 14H,7248
13.542,COOPER 15H,6744
13.542,COOPER 81H,6240
13.542,COOPER 82H,6384
13.542,COOPER 84H,7104
13.583,COOPER 11H,9264
13.583,COOPER 12H,5880
13.583,COOPER 14H,7344
13.583,COOPER 15H,6744
13.583,COOPER 81H,6192
13.583,COOPER 82H,6384
13.583,COOPER 84H,7128
13.625,COOPER 11H,9168
13.625,COOPER 12H,5832
13.625,COOPER 14H,7344
13.625,COOPER 15H,6792
13.625,COOPER 81H,6192
13.625,COOPER 82H,6384
13.625,COOPER 84H,7080
13.667,COOPER 11H,9144
13.667,COOPER 12H,5880
13.667,COOPER 14H,7272
13.667,COOPER 15H,6720
13.667,COOPER 81H,6192
13.667,COOPER 82H,6360
13.667,COOPER 84H,7032
13.708,COOPER 11H,9168
13.708,COOPER 12H,5832
13.708,COOPER 14H,7272
13.708,COOPER 15H,6720
13.708,COOPER 81H,6192
13.708,COOPER 82H,6384
13.708,COOPER 84H,7080
13.750,COOPER 11H,9096
13.750,COOPER 12H,5832
13.750,COOPER 14H,7224
13.750,COOPER 15H,6672
13.750,COOPER 81H,6192
13.750,COOPER 82H,6336
13.750,COOPER 84H,6984
13.792,COOPER 11H,9048
13.792,COOPER 12H,5808
13.792,COOPER 14H,7296
13.792,COOPER 15H,6648
13.792,COOPER 81H,6288
13.792,COOPER 82H,6336
13.792,COOPER 84H,7080
13.833,COOPER 11H,9072
13.833,COOPER 12H,5832
13.833,COOPER 14H,7296
13.833,COOPER 15H,6600
13.833,COOPER 81H,6384
13.833,COOPER 82H,6384
13.833,COOPER 84H,7008
13.875,COOPER 11H,8952
13.875,COOPER 12H,5784
13.875,COOPER 14H,7296
13.875,COOPER 15H,6528
13.875,COOPER 81H,6432
13.875,COOPER 82H,6384
13.875,COOPER 84H,7056
13.917,COOPER 11H,9024
13.917,COOPER 12H,5808
13.917,COOPER 14H,7272
13.917,COOPER 15H,6552
13.917,COOPER 81H,6336
13.917,COOPER 82H,6384
13.917,COOPER 84H,6984
13.958,COOPER 11H,8904
13.958,COOPER 12H,5760
13.958,COOPER 14H,7200
13.958,COOPER 15H,6408
13.958,COOPER 81H,6336
13.958,COOPER 82H,6336
13.958,COOPER 84H,6864
14.000,COOPER 11H,8856
14.000,COOPER 12H,5736
14.000,COOPER 14H,7272
14.000,COOPER 15H,6432
14.000,COOPER 81H,6480
14.000,COOPER 82H,6336
14.000,COOPER 84H,6936
14.042,COOPER 11H,8880
14.042,COOPER 12H,5832
14.042,COOPER 14H,7176
14.042,COOPER 15H,6456
14.042,COOPER 81H,6480
14.042,COOPER 82H,6360
14.042,COOPER 84H,6864
14.083,COOPER 11H,4152
14.083,COOPER 12H,5760
14.083,COOPER 14H,7128
14.083,COOPER 15H,6456
14.083,COOPER 81H,6624
14.083,COOPER 82H,6336
14.083,COOPER 84H,6768
14.125,COOPER 11H,5904
14.125,COOPER 12H,5688
14.125,COOPER 14H,7176
14.125,COOPER 15H,6384
14.125,COOPER 81H,6576
14.125,COOPER 82H,6360
14.125,COOPER 84H,6840
14.167,COOPER 11H,5904
14.167,COOPER 12H,5712
14.167,COOPER 14H,7128
14.167,COOPER 15H,6456
14.167,COOPER 81H,6480
14.167,COOPER 82H,6288
14.167,COOPER 84H,6792
14.208,COOPER 11H,5856
14.208,COOPER 12H,5688
14.208,COOPER 14H,7032
14.208,COOPER 15H,6456
14.208,COOPER 81H,6648
14.208,COOPER 82H,6360
14.208,COOPER 84H,6744
14.250,COOPER 11H,5880
14.250,COOPER 12H,5688
14.250,COOPER 14H,6984
14.250,COOPER 15H,6336
14.250,COOPER 81H,6624
14.250,COOPER 82H,6336
14.250,COOPER 84H,6672
14.292,COOPER 11H,5856
14.292,COOPER 12H,5760
14.292,COOPER 14H,7056
14.292,COOPER 15H,6384
14.292,COOPER 81H,6696
14.292,COOPER 82H,6264
14.292,COOPER 84H,6744
14.333,COOPER 11H,5856
14.333,COOPER 12H,5640
14.333,COOPER 14H,6984
14.333,COOPER 15H,6432
14.333,COOPER 81H,6624
14.333,COOPER 82H,6288
14.333,COOPER 84H,6648
14.375,COOPER 11H,5808
14.375,COOPER 12H,5616
14.375,COOPER 14H,6984
14.375,COOPER 15H,6384
14.375,COOPER 81H,6720
14.375,COOPER 82H,6312
14.375,COOPER 84H,6696
14.417,COOPER 11H,5856
14.417,COOPER 12H,5664
14.417,COOPER 14H,6936
14.417,COOPER 15H,6384
14.417,COOPER 81H,6648
14.417,COOPER 82H,6192
14.417,COOPER 84H,6720
14.458,COOPER 11H,5856
14.458,COOPER 12H,5616
14.458,COOPER 14H,6936
14.458,COOPER 15H,6288
14.458,COOPER 81H,6600
14.458,COOPER 82H,6264
14.458,COOPER 84H,6648
14.500,COOPER 11H,5808
14.500,COOPER 12H,5568
14.500,COOPER 14H,6960
14.500,COOPER 15H,6336
14.500,COOPER 81H,6672
14.500,COOPER 82H,6216
14.500,COOPER 84H,6696
14.542,COOPER 11H,5856
14.542,COOPER 12H,5544
14.542,COOPER 14H,6936
14.542,COOPER 15H,6288
14.542,COOPER 81H,6624
14.542,COOPER 82H,6264
14.542,COOPER 84H,6744
14.583,COOPER 11H,5808
14.583,COOPER 12H,5544
14.583,COOPER 14H,6960
14.583,COOPER 15H,6240
14.583,COOPER 81H,6552
14.583,COOPER 82H,6216
14.583,COOPER 84H,6672
14.625,COOPER 11H,5832
14.625,COOPER 12H,5520
14.625,COOPER 14H,6912
14.625,COOPER 15H,6312
14.625,COOPER 81H,6624
14.625,COOPER 82H,6216
14.625,COOPER 84H,6672
14.667,COOPER 11H,5760
14.667,COOPER 12H,5496
14.667,COOPER 14H,6936
14.667,COOPER 15H,6216
14.667,COOPER 81H,6552
14.667,COOPER 82H,6240
14.667,COOPER 84H,6624
14.708,COOPER 11H,5712
14.708,COOPER 12H,5520
14.708,COOPER 14H,6840
14.708,COOPER 15H,6216
14.708,COOPER 81H,6576
14.708,COOPER 82H,6168
14.708,COOPER 84H,6624
14.750,COOPER 11H,6000
14.750,COOPER 12H,5568
14.750,COOPER 14H,6888
14.750,COOPER 15H,6216
