well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Magic 2h,4.708333333,5184,1081,100,83.146,0.810185185,2662.46,,3338,64
Magic 2h,4.75,5184,1083,100,103.421,0.824074074,2731.64,,3338,64
Magic 2h,4.791666667,5160,1079,100,89.316,0.823255814,2662.04,,3338,64
Magic 2h,4.833333333,4968,1068,100,103.167,0.826086957,2665.23,,3338,64
Magic 2h,4.875,5904,1069,100,88.049,0.833333333,2742.14,,3338,64
Magic 2h,4.916666667,5112,1070,100,97.789,0.821596244,2679.71,,3338,64
Magic 2h,4.958333333,5088,1066,100,95.474,0.820754717,2661.32,,3338,64
Magic 3h,1,1,0,100,0.1,0.99,5187.36,0,0,0
Magic 3h,1.041666667,1,0,100,0.1,0.99,5187.36,0,0,0
Magic 3h,1.083333333,1,0,100,0.1,0.99,5187.36,0,0,0
Magic 3h,1.125,1,0,100,0.1,0.99,5187.36,0,0,0
Magic 3h,1.166666667,1,0,100,0.1,0.99,5187.36,0,0,0
Magic 3h,1.208333333,1,3,100,0.1,0.99,5190.38,0,0,0
Magic 3h,1.25,1,21,100,0.1,0.99,5208.51,0,0,0
Magic 3h,1.291666667,1,44,100,0.1,0.99,5231.67,0,0,0
Magic 3h,1.333333333,1,70,100,0.1,0.99,5257.85,0,0,0
Magic 3h,1.375,1,98,100,0.1,0.99,5286.05,0,0,0
Magic 3h,1.416666667,1,126,100,0.1,0.99,5314.25,0,0,0
Magic 3h,1.458333333,1,153,100,0.1,0.99,5341.44,0,0,0
Magic 3h,1.5,1,179,100,0.1,0.99,5367.62,0,0,0
Magic 3h,1.541666667,1,205,100,0.1,0.99,5393.81,0,0,0
Magic 3h,1.583333333,1,228,100,0.1,0.99,5416.97,0,0,0
Magic 3h,1.625,1,251,100,0.1,0.99,5440.13,0,0,0
Magic 3h,1.666666667,1,273,100,0.1,0.99,5462.29,0,0,0
Magic 3h,1.708333333,1,291,100,0.1,0.99,5480.42,0,0,0
Magic 3h,1.75,1,311,100,0.1,0.99,5500.56,0,0,0
Magic 3h,1.791666667,1,327,100,0.1,0.99,5516.67,0,0,0
Magic 3h,1.833333333,1,343,100,0.1,0.99,5532.79,0,0,0
Magic 3h,1.875,1,357,100,0.1,0.99,5546.89,0,0,0
Magic 3h,1.916666667,1,372,100,0.1,0.99,5561.99,0,0,0
Magic 3h,1.958333333,1,385,100,0.1,0.99,5575.09,0,0,0
Magic 3h,2,1,398,100,0.1,0.99,5588.18,0,0,0
Magic 3h,2.041666667,1,410,100,0.1,0.99,5600.26,0,0,0
Magic 3h,2.083333333,1,421,100,0.1,0.99,5611.34,0,0,0
Magic 3h,2.125,1,432,100,0.1,0.99,5622.42,0,0,0
Magic 3h,2.166666667,1,443,100,0.1,0.99,5633.5,0,0,0
Magic 3h,2.208333333,1,453,100,0.1,0.99,5643.57,0,0,0
Magic 3h,2.25,1,463,100,0.1,0.99,5653.64,0,0,0
Magic 3h,2.291666667,1,473,100,0.1,0.99,5663.71,0,0,0
Magic 3h,2.333333333,1,481,100,0.1,0.99,5671.77,0,0,0
Magic 3h,2.375,1,490,100,0.1,0.99,5680.83,0,0,0
Magic 3h,2.416666667,1,498,100,0.1,0.99,5688.89,0,0,0
Magic 3h,2.458333333,1,507,100,0.1,0.99,5697.95,0,0,0
Magic 3h,2.5,1,514,100,0.1,0.99,5705,0,0,0
Magic 3h,2.541666667,1,521,100,0.1,0.99,5712.05,0,0,0
Magic 3h,2.583333333,1,528,100,0.1,0.99,5719.1,0,0,0
Magic 3h,2.625,1,535,100,0.1,0.99,5726.15,0,0,0
Magic 3h,2.666666667,1,546,100,0.1,0.99,5737.23,0,0,0
Magic 3h,2.708333333,1,546,100,0.1,0.99,5737.23,0,0,20
